1	Succes	126	8			
1	Echec	-1	262	Succes	159	3
2	Echec	-1	23			
3	Succes	128	12			
3	Echec	-1	21			
4	Succes	134	3			
4	Echec	-1	11			
5	Echec	-1	0			
5	Echec	-1	0			
5	Echec	-1	3			
6	Succes	106	20			
7	Succes	189	22			
8;Echec;-1;65
8;Echec;-1;0
8;Succes;171;25
8;Echec;-1;12
8;Succes;186;9
8;Echec;-1;0
9;Echec;-1;2
9;Echec;-1;6
9;Succes;104;2
